order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD429587,ID4283908154,2019-01-03,Bakers,"[('Olivia x460', 2), ('Universe Note', 1), ('pearTV', 2), ('iAssist Line', 1)]",20745.0,51.51,-37.8100606,144.99600269999996,25,15610.26,Summer,False,0.0682,samsuug convoy flip phone im having a lot of problems with this keeps cutting off on i have to keep taking the battery out and back in so it wiil power back up not happy...,0.0
ORD137837,ID1560149524,2019-12-22,Thompson,"[('Olivia x460', 2), ('iAssist Line', 1), ('Thunder line', 1), ('pearTV', 2)]",19475.0,75.79,-37.816024799999994,144.9370694,15,16629.54,Summer,False,0.9552,"excellent relation quality price excellent relation quality price, good cameras, excellent battery duration, nice construction, pretty fast, the only bad thing is the software",1.0
ORD299512,ID0746912610,2019-12-29,Nickolson,"[('Lucent 330S', 1), ('Toshika 750', 1)]",5550.0,80.1,-37.82480379999999,144.98470369999995,5,5352.6,Summer,False,1.501,not bad! great phone with excellent screen and fast processor. the only down side is the 3g data speed and 8 gb of internal memory. there is also no sd card slot.,1.0
ORD470661,ID3132495216,2019-02-20,Nickolson,"[('Toshika 750', 2), ('pearTV', 2), ('iStream', 1)]",21410.0,56.79,-37.8148411,144.96479240000005,10,19325.79,Summer,False,0.5914,"item not the same as listed! paid for an s4, and got a mini! very displeased!",0.0
ORD050948,ID1964021916,2019-03-06,Nickolson,"[('Alcon 10', 1), ('Toshika 750', 1)]",13270.0,49.0,-37.818337799999995,144.9652802,15,11328.5,Autumn,False,0.3766,the charger is not an original one and it takes ... the charger is not an original one and it takes about a whole day to fully charge my the universe note.,0.0
ORD167920,ID0591432805,2019-12-18,Nickolson,"[('pearTV', 2), ('Lucent 330S', 2), ('iStream', 1)]",15230.0,55.7,-37.8194399,144.96345780000001,25,11478.2,Summer,False,0.544,vudu app i like the phone. just hate that they did an update and have not been able to watch movies using vudu anymore. no one seems to want to fix the problem either.,0.0
ORD038197,ID0578061515,2019-08-24,Thompson,"[('Universe Note', 2), ('Lucent 330S', 2)]",9360.0,79.06,-37.82511210000001,144.9452339,5,8971.06,Winter,True,1.394,"great phone great phone, reasonably priced. can add memory card to increase internal space. long lasting battery.",1.0
ORD135842,ID3204395233,2019-01-04,Thompson,"[('Candle Inferno', 2), ('Lucent 330S', 2), ('Olivia x460', 1)]",4545.0,77.48,-37.8067098,144.9490039,5,4395.23,Summer,True,0.6853,"bad product it's not working, anymore i need to return it. and when i gave an instructions to the delivery person, not to throw over the side door, the delivery person throw it.😔☹",0.0
ORD398789,ID2566123846,2019-11-26,Bakers,"[('Olivia x460', 2), ('iAssist Line', 2)]",6900.0,77.36,-37.802362,144.9915361,10,6287.36,Spring,False,0.9099,"five stars great item, great price.",1.0
ORD062007,ID3161949467,2019-01-18,Thompson,"[('Thunder line', 1), ('Lucent 330S', 1), ('pearTV', 1)]",9720.0,92.99,-37.80816710000001,144.95586619999997,10,8840.99,Summer,True,0.9221,on time so fair so good,1.0
ORD184272,ID4418536078,2019-02-16,Thompson,"[('Toshika 750', 1), ('Thunder line', 1)]",6500.0,84.59,-37.8026277,144.96328630000005,10,5934.59,Summer,False,1.8124,love..love..love!!! i bought this as a gift. it was loved! the speakers are loud! the response is great! it is a bit small as far as size but many reviewed that the s10 screen tends to break a lot. i would recommend this phone! love it!!!!,1.0
ORD182655,ID5002595068,2019-02-14,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 2)]",9500.0,90.97,-37.8116708,144.9527928,10,8640.97,Summer,True,0.5156,five stars exllent very good phone iam veryhappy,1.0
ORD257998,ID1982329493,2019-10-14,Bakers,"[('Universe Note', 1), ('Thunder line', 2)]",7810.0,102.97,-37.80243660000001,144.99199130000005,25,5960.47,Spring,True,0.8885,awesome phone phone was just as they said. it was refurbished and looks bran new not even a scratch on the phone and works with page plus..this phone is awesome and for the price you can't beat it. .. i would buy from them again..,1.0
ORD078928,ID0338505518,2019-12-25,Bakers,"[('Universe Note', 1), ('iAssist Line', 2)]",7900.0,89.01,-37.794305,144.98739750000001,10,7199.01,Summer,True,1.8777,"nothing really great about it. it's basically a box to watch digico on demand. i have a smart tv, so to me this useless.",0.0
ORD080423,ID0170217605,2019-03-07,Bakers,"[('Alcon 10', 1), ('Candle Inferno', 2), ('iAssist Line', 1)]",12035.0,77.72,-37.8099215,144.9912177,5,11510.97,Autumn,True,0.3531,five stars excellent condition and product,1.0
ORD339314,ID4423038317,2019-09-16,Nickolson,"[('iAssist Line', 2), ('Olivia x460', 1)]",5675.0,78.31,-37.8233265,144.960753,15,4902.06,Spring,False,0.9359,got this for my sister as a christmas present and she loved it.easy to use and great for books.,1.0
ORD052182,ID1459448722,2019-10-19,Bakers,"[('iStream', 1), ('Alcon 10', 2), ('iAssist Line', 1), ('Toshika 750', 1)]",24595.0,81.45,-37.819491799999994,145.00845769999995,0,24676.45,Spring,False,1.5716,awesome this phone has lasted me three years and it's only now starting to cause me problems. and that's probably because i don't treat it too well. i'm most likely going to buy the same phone to replace it.,1.0
ORD106313,ID3215192010,2019-05-19,Thompson,"[('pearTV', 2), ('iStream', 2), ('Olivia x460', 2)]",15370.0,78.55,-37.8079692,144.95065280000003,10,13911.55,Autumn,True,0.6112,awesome awesome. all i have to say,1.0
ORD107778,ID2017851107,2019-10-11,Bakers,"[('Candle Inferno', 1), ('Alcon 10', 1)]",9380.0,106.51,-37.8005556,144.98515680000003,10,8548.51,Spring,True,1.3746,four stars works great. wish it had space for a memory card...,1.0
ORD337601,ID0708721952,2019-07-08,Thompson,"[('Universe Note', 2), ('Lucent 330S', 1)]",8130.0,78.49,-37.807828799999996,144.95775749999999,0,8208.49,Winter,True,1.0837,"same specs as regular thunder, but easier to use than getting a separate hub for smart lights, etc.",1.0
ORD004678,ID0591432788,2019-11-21,Nickolson,"[('Alcon 10', 1), ('Universe Note', 1), ('iAssist Line', 1), ('Olivia x460', 2)]",17075.0,85.37,-37.819575799999996,144.96324860000001,15,14599.12,Spring,True,0.5649,"one star phone sucks, it lasted 3 months, do yourself a favor don't buy this junk, its pure junk...its unfortunate that digico doesn't allow me to state the full story. but its ok because today is the last time on digico, i'm sorry i ever shop on digico...",0.0
ORD046404,ID6167344583,2019-01-23,Nickolson,"[('Lucent 330S', 1), ('Olivia x460', 2)]",3680.0,74.72,-37.81533029999999,144.9722396,10,3386.72,Summer,True,0.4336,"phone didn't work very well, said they didn't get my return phone died very easily and was slow to use any application. i returned it, but am getting a message that i did not return it and will be charge.",0.0
ORD158445,ID0709977744,2019-01-08,Thompson,"[('Thunder line', 2), ('Toshika 750', 2)]",13000.0,95.68,-37.815365899999996,144.93541489999996,15,11145.68,Summer,True,1.0678,works great first i was worried about buying a used ipod but now i’m glad i did because i saved a bunch of money and i got a great product that works same !,1.0
ORD393859,ID0588191349,2019-01-06,Nickolson,"[('iAssist Line', 2), ('Alcon 10', 2)]",22350.0,92.5,-37.8138638,144.9725823,10,20207.5,Summer,True,0.5903,five stars thank you for your promptitude,1.0
ORD114363,ID0709978196,2019-12-23,Thompson,"[('Olivia x460', 1), ('Thunder line', 1), ('Toshika 750', 2)]",12045.0,95.06,-37.815213899999996,144.9355033,0,12140.06,Summer,True,1.0557,four stars it's nice and acts quick. similar to my universe. s4,1.0
ORD065510,ID6167344539,2019-08-27,Nickolson,"[('pearTV', 1), ('Universe Note', 1), ('Toshika 750', 1)]",14080.0,77.11,-37.8100986,144.96949819999998,10,12749.11,Winter,True,0.9458,five stars the best!!,1.0
ORD395838,ID1657117467,2019-09-07,Bakers,"[('Thunder line', 2), ('Lucent 330S', 1), ('Universe Note', 2)]",12490.0,77.52,-37.813899299999996,145.0072957,10,11318.52,Spring,False,1.1464,my first smart phone evah this is my first smartphone and i'm pretty happy with it. pros: micro sd card (64gb) option big screen cons: why not 2 sd card slots? why bloatware? why have a pen? i ordered this phone on digico but 5 days passed and they never shipped it so i picked one up at verizon.,1.0
ORD139584,ID2090732593,2019-11-19,Bakers,"[('Alcon 10', 1), ('iStream', 2), ('Lucent 330S', 2), ('Thunder line', 2)]",16070.0,105.77,-37.8042041,144.9815666,0,16175.77,Spring,True,1.3639,"fair price battary life was around 90%, some skratches on the screen, though for value of money its quite fair : )",1.0
ORD499625,ID0310728585,2019-07-02,Thompson,"[('Universe Note', 1), ('Olivia x460', 2), ('pearTV', 1)]",12210.0,61.82,-37.8134499,144.9369846,15,10440.32,Winter,True,0.891,it took four months to get my refund. this is horrible and i don’t why. read b low,0.0
ORD395331,ID0710035347,2019-07-14,Thompson,"[('Candle Inferno', 1), ('Toshika 750', 1), ('Universe Note', 2), ('iStream', 1)]",11800.0,66.15,-37.814813799999996,144.9377022,25,8916.15,Winter,False,0.8575,five stars great,1.0
ORD214948,ID0452381158,2019-11-20,Thompson,"[('iAssist Line', 2), ('Thunder line', 2), ('Lucent 330S', 1), ('Olivia x460', 2)]",12490.0,67.4,-37.825010299999995,144.94951709999995,5,11932.9,Spring,False,1.3901,"most certainly would come with a bad battery buy but be warned the battery would come dead or almost dead. asides that , it was a very clean phone to buy",0.0
ORD443588,ID0702374476,2019-01-01,Thompson,"[('Toshika 750', 2), ('iAssist Line', 2), ('Universe Note', 2), ('iStream', 1)]",20140.0,92.58,-37.806503799999994,144.9411505,0,20232.58,Summer,True,0.8617,"awesome the phone exceeded my expectations: works great, looks great and it was shipped fast. will order again when i need a phone, etc...",1.0
ORD449110,ID0370751614,2019-11-22,Bakers,"[('pearTV', 2), ('Alcon 10', 2), ('iStream', 1)]",30670.0,87.01,-37.8117971,144.9860742,0,30757.01,Spring,True,0.83,you sell me one phone bad (sm-g955u) the sell one phone very bad. it's can't turn on.,0.0
ORD224942,ID0233314961,2019-01-03,Nickolson,"[('Alcon 10', 2), ('Thunder line', 2), ('iAssist Line', 1)]",24485.0,82.16,-37.801954200000004,144.97430119999999,5,23342.91,Summer,False,1.8989,phone is great for the money i had issues for awhile with getting cell service. i was able to resolve that issue by getting a new sim card. i haven't used the phone for long but i like it so far.,1.0
ORD441348,ID0575434395,2019-04-25,Nickolson,"[('pearTV', 1), ('iAssist Line', 1), ('Candle Inferno', 1), ('Lucent 330S', 2)]",11425.0,82.46,-37.8202215,144.98516730000003,5,10936.21,Autumn,True,1.3851,great little phone works great. awesome starter phone if a parent wants their kid to have a phone.,1.0
ORD332861,ID6167266641,2019-09-20,Nickolson,"[('Candle Inferno', 1), ('Toshika 750', 2), ('Alcon 10', 2), ('iAssist Line', 2)]",31420.0,65.83,-37.8076044,144.9628968,0,31485.83,Spring,False,1.3562,unlocked? ...nope phone was not unlocked as advertised.,0.0
ORD478036,ID0663120956,2019-04-27,Thompson,"[('Olivia x460', 2), ('iAssist Line', 1)]",4675.0,82.45,-37.8002014,144.955207,10,4289.95,Autumn,True,1.562,cheap and accurate perfect phone,1.0
ORD336041,ID3807741130,2019-12-26,Bakers,"[('iStream', 2), ('iAssist Line', 2)]",4750.0,71.31,-37.803778,144.993515,15,4108.81,Summer,False,0.7085,the speaker sounds really good,1.0
ORD026323,ID0579498250,2019-03-09,Thompson,"[('Universe Note', 2), ('Thunder line', 2), ('iStream', 1), ('Olivia x460', 2)]",13860.0,60.73,-37.8142019,144.94947140000005,25,10455.73,Autumn,True,0.2713,bad digitizer bad digitizer from the one i receive,0.0
ORD262603,ID6167285776,2019-07-28,Thompson,"[('Lucent 330S', 1), ('pearTV', 2), ('Toshika 750', 2), ('Universe Note', 1)]",25940.0,65.76,-37.8118729,144.9564866,25,19520.76,Winter,False,0.833,"most bang for your buck? it’s my first android and i only use it for business. i didn’t even know it had a fingerprint scanner until now!! lol. it’s very clean, battery lasts forever. and, all the accessories i got for that price it was well worth it!",1.0
ORD320044,ID4740821310,2019-05-21,Thompson,"[('Alcon 10', 1), ('Lucent 330S', 1)]",10180.0,79.77,-37.8034132,144.9499017,10,9241.77,Autumn,True,1.0605,s7 active good phone,1.0
ORD187836,ID0477078643,2019-05-30,Nickolson,"[('pearTV', 1), ('Lucent 330S', 2), ('iAssist Line', 2)]",13220.0,82.99,-37.8063436,144.97424569999995,25,9997.99,Autumn,True,1.4249,olivia all the way i am an android lover. olivia all the way. value for product. love the feel and size of screen just magnificent,1.0
ORD353257,ID3810637318,2019-05-17,Thompson,"[('Candle Inferno', 1), ('pearTV', 2)]",13050.0,79.97,-37.820673799999994,144.94173600000005,10,11824.97,Autumn,True,1.0065,awesome phone works perfectly and just as advertised.,1.0
ORD045487,ID0580000127,2019-05-31,Thompson,"[('Candle Inferno', 2), ('pearTV', 2), ('Lucent 330S', 2)]",15940.0,67.58,-37.8051492,144.92945480000003,25,12022.58,Autumn,True,1.761,i did not like this phone because once i did a system restore ... i did not like this phone because once i did a system restore it down grade my phone to what it was before it was upgraded.,0.0
ORD171842,ID4774435697,2019-03-01,Nickolson,"[('Lucent 330S', 1), ('Toshika 750', 1), ('Universe Note', 1), ('iStream', 2)]",9300.0,83.44,-37.800303799999995,144.9718336,10,8453.44,Autumn,True,2.046,super! this product arrived like as new. i really appreciated it!,1.0
ORD034943,ID2621939429,2019-03-31,Bakers,"[('iAssist Line', 2), ('pearTV', 1)]",10760.0,68.45,-37.8038035,144.9781357,15,9214.45,Autumn,False,1.6541,"it came on time battery keeps going down fast a lg charger for a olivia phone. it came with a screen protector that was nice, no headset.",1.0
ORD138586,ID2213981052,2019-07-15,Bakers,"[('Alcon 10', 1), ('Candle Inferno', 1)]",9380.0,79.48,-37.8041347,144.9833648,15,8052.48,Winter,True,1.2309,nice phone it’s a nice and good phone,1.0
ORD220992,ID5002594973,2019-06-10,Thompson,"[('Toshika 750', 2), ('Alcon 10', 1), ('iAssist Line', 2), ('pearTV', 1)]",28350.0,74.58,-37.8118785,144.9522368,10,25589.58,Winter,True,0.463,"phone is nice but seems like i got a used or a returned model phone looks and works fine, no visible wear on it but it seems like its an open box model. the packaging was slightly damaged and the charger and such had visible sings of wear? a little annoying when expecting something new and unused.",1.0
ORD305139,ID0317729737,2019-04-15,Thompson,"[('Lucent 330S', 1), ('pearTV', 1)]",7540.0,78.29,-37.8095828,144.95564960000004,10,6864.29,Autumn,True,0.8293,five stars i like it,1.0
ORD106538,ID5668009834,2019-12-03,Bakers,"[('Universe Note', 2), ('Lucent 330S', 1), ('Thunder line', 2)]",12490.0,104.93,-37.810832899999994,145.0159988,5,11970.43,Summer,True,1.8287,"best phone onhe market its the best phone on the market. replaceable battery, micro sd, 13megapixel camera that's only beaten by the lumia 41 megapixel camera, infra red, widows pone 8.1 (devpre), amazing screen and its light as a feather. cost me less than £200!",1.0
ORD233813,ID0711331514,2019-10-14,Thompson,"[('pearTV', 1), ('iAssist Line', 2)]",10760.0,102.44,-37.8072412,144.9574337,0,10862.44,Spring,True,1.0939,good product everything is great. m a loyal xiaomi buyer. i dont like camera much.,1.0
ORD409234,ID0260907262,2019-01-02,Bakers,"[('Toshika 750', 1), ('pearTV', 1)]",10630.0,81.66,-37.8204326,145.0097601,10,9648.66,Summer,False,1.7268,five stars beautiful phone and worked at my carrier.,1.0
ORD344409,ID0991977663,2019-07-14,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 1), ('Candle Inferno', 2)]",12035.0,73.3,-37.8201261,144.96838459999995,10,10904.8,Winter,True,0.1989,"three stars phone as a unit is fantastic, its the lack of popular apps that brings down the score",1.0
ORD322227,ID2586236714,2019-04-20,Thompson,"[('Lucent 330S', 2), ('pearTV', 1)]",8770.0,70.42,-37.8001819,144.92894109999997,10,7963.42,Autumn,True,2.1155,"the phone was reported as an unlocked t-mobile phone, ... the phone was reported as an unlocked t-mobile phone, but according to t-mobile, it was a locked phone with t-mobile app on it. we sent it back, and got a full refund.",0.0
ORD082328,ID1132057268,2019-08-17,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 2)]",4685.0,62.92,-37.8162309,144.9451079,25,3576.67,Winter,False,0.432,great phone great buy,1.0
ORD213191,ID6167254934,2019-02-01,Nickolson,"[('iStream', 2), ('Thunder line', 2), ('Universe Note', 2)]",11560.0,91.37,-37.8155291,144.97357580000005,25,8761.37,Summer,True,0.4917,five stars i love it,1.0
ORD241123,ID0361282355,2019-11-30,Bakers,"[('iAssist Line', 2), ('Universe Note', 1)]",7900.0,91.68,-37.8016552,144.98279,0,7991.68,Spring,True,1.4351,"two stars i ordered a new item, got a used item with a screen protector.",0.0
ORD013781,ID0588194509,2019-03-14,Nickolson,"[('Candle Inferno', 1), ('iAssist Line', 1), ('Thunder line', 1)]",4835.0,79.77,-37.8142055,144.9731113,0,4914.77,Autumn,True,0.5803,"super scratched, but phone was great! the actual phone was awesome. description of mine was not accurate at all.",1.0
ORD448426,ID0581772949,2019-09-30,Thompson,"[('Thunder line', 2), ('pearTV', 1)]",10670.0,82.69,-37.8094123,144.9430572,15,9152.19,Spring,True,0.5062,"no 4g network phone not recognizing 4g sims, or just generally ignores them to display only 2g signals",0.0
ORD130529,ID0591430819,2019-01-18,Nickolson,"[('pearTV', 1), ('iAssist Line', 2), ('iStream', 1), ('Candle Inferno', 2)]",11770.0,67.46,-37.81745720000001,144.967618,0,11837.46,Summer,False,0.212,100%recomendado buenísimo a mi primo le encanto y más por el estuche gratis que venía con el 🙈😁buen detalle,1.0
ORD381072,ID1668523149,2019-07-09,Thompson,"[('iStream', 2), ('Thunder line', 2)]",4660.0,73.44,-37.81317420000001,144.9449747,10,4267.44,Winter,True,0.1924,worth it best phone ive had,1.0
ORD274247,ID0282825787,2019-03-11,Thompson,"[('Thunder line', 2), ('Universe Note', 2)]",11260.0,51.45,-37.802407,144.9507715,10,10185.45,Autumn,False,1.1883,mehh it does the job for the most part. party failed to mention that the phone already had water damage and does not always ring when someone calls you...,0.0
ORD158132,ID2188399789,2019-04-12,Nickolson,"[('Olivia x460', 2), ('Alcon 10', 2), ('iStream', 1), ('Thunder line', 2)]",24860.0,64.55,-37.8120585,144.9706525,5,23681.55,Autumn,False,0.734,four stars everything good so far.,1.0
ORD410325,ID0581783879,2019-03-14,Thompson,"[('Toshika 750', 1), ('Lucent 330S', 1), ('iAssist Line', 1)]",7775.0,65.87,-37.8069106,144.93740449999999,0,7840.87,Autumn,False,1.0648,it worked great,1.0
ORD449142,ID0547588442,2019-12-29,Bakers,"[('iStream', 1), ('Toshika 750', 1), ('Candle Inferno', 1)]",4900.0,74.12,-37.81585250000001,144.98800659999995,25,3749.12,Summer,False,0.9104,"five stars great phone, still had factory plastic on the inner screen.",1.0
ORD142007,ID0207085495,2019-11-23,Bakers,"[('iAssist Line', 2), ('Toshika 750', 2), ('Alcon 10', 1)]",22040.0,83.39,-37.8107694,145.01276130000005,10,19919.39,Spring,False,1.544,great phone for the price a lovely phone at a very affordable price. probably the best looking phone i've ever seen. works really well so far. i'm loving it.,1.0
ORD200206,ID0247008065,2019-04-16,Nickolson,"[('Candle Inferno', 1), ('Universe Note', 1), ('Thunder line', 2)]",8240.0,65.39,-37.8103248,144.96829259999996,25,6245.39,Autumn,True,0.9272,"wrong provider it says it's tmobile ready, it's actually att, it will not work for me , i'm very frustrated with this purchase !",0.0
ORD096367,ID0588197217,2019-05-02,Nickolson,"[('Candle Inferno', 2), ('pearTV', 2), ('iAssist Line', 2), ('Olivia x460', 2)]",20380.0,64.48,-37.812169,144.9737831,15,17387.48,Autumn,False,0.8063,works like a charm...,1.0
ORD165870,ID0588236802,2019-06-22,Nickolson,"[('iStream', 2), ('Thunder line', 2)]",4660.0,77.37,-37.8111847,144.9731228,15,4038.37,Winter,True,0.8827,"five stars fantastic phone, had no sim card, but works geeat",1.0
ORD337307,ID0711334313,2019-11-07,Thompson,"[('iStream', 1), ('iAssist Line', 2), ('Candle Inferno', 2)]",5460.0,104.97,-37.8066231,144.95913969999995,25,4199.97,Spring,True,1.2572,bluetooth sound is great. videos are crazy. it’s an amazing device.,1.0
ORD373402,ID0356099095,2019-11-26,Bakers,"[('Universe Note', 1), ('Toshika 750', 1), ('iAssist Line', 2)]",12220.0,79.62,-37.8208489,144.9946581,5,11688.62,Spring,False,1.2092,best for budget love it so far,1.0
ORD111557,ID4315827374,2019-06-21,Bakers,"[('Thunder line', 2), ('iStream', 2)]",4660.0,52.11,-37.819763099999996,144.9989418,15,4013.11,Winter,False,1.1351,don't buy! don't waste your time. a lucentrola agent replied here that this product is not assembled for the us market.,0.0
ORD442164,ID1132057268,2019-01-31,Thompson,"[('Alcon 10', 2), ('Olivia x460', 2)]",20350.0,68.48,-37.8162309,144.9451079,15,17365.98,Summer,False,0.432,... arrived quickly and was everything advertised phone is working great i do recommend phone arrived quickly and was everything advertised phone is working great i do recommend,1.0
ORD115919,ID0440051942,2019-08-19,Bakers,"[('Olivia x460', 2), ('pearTV', 1), ('Candle Inferno', 1), ('iStream', 2)]",9490.0,51.34,-37.820840600000004,144.9941675,0,9541.34,Winter,False,1.2108,the sound on these is terrible. it’s like a tin can. i love my thunder but this item is awful.,0.0
ORD030238,ID1545387608,2019-12-18,Thompson,"[('Olivia x460', 1), ('Candle Inferno', 1)]",1655.0,65.15,-37.8014355,144.9567518,0,1720.15,Summer,False,1.5133,"turning on and off, no network connection... a lot of problems. no good",0.0
ORD222640,ID4297530200,2019-11-09,Bakers,"[('pearTV', 1), ('iAssist Line', 2), ('Toshika 750', 2)]",19400.0,80.18,-37.8021782,144.9837011,5,18510.18,Spring,False,1.3364,nice phone. worked as advertised. facial recognition doesn’t work in the dark.,1.0
ORD386327,ID0370285600,2019-06-11,Thompson,"[('pearTV', 1), ('iAssist Line', 1), ('Lucent 330S', 1), ('Universe Note', 2)]",16665.0,77.87,-37.81549570000001,144.95773190000003,15,14243.12,Winter,True,0.989,we are really enjoying the thunder plus. it is fun too.,1.0
